0.04298281669616699,31,31
2.0108039379119873,32,0
4.0350377559661865,0,31
6.035031080245972,32,32
8.078845739364624,34205,17524
10.063029766082764,7058,5296
12.08948302268982,819234,531518
14.004392862319946,725358,470723
16.036333799362183,1363849,886309
18.08143901824951,1369832,889325
20.00194478034973,1443072,937319
22.05435085296631,1353718,877989
24.04635977745056,1396767,905840
26.034650802612305,1409643,916186
28.009866952896118,1411929,915798
30.058490991592407,1334861,865464
32.046497106552124,1403349,909343
34.06350803375244,1382718,896087
36.068522930145264,1380417,896138
38.02738285064697,1419201,920478
40.007380962371826,1407891,913904
42.0556697845459,1356930,880480
44.0339150428772,1398235,906536
46.063514947891235,1384162,897218
48.054513931274414,1399666,908113
50.0252890586853,1414767,918113
52.02148103713989,1401178,909613
54.05051398277283,1370446,889764
56.01536703109741,1442193,936217
58.0262668132782,1392633,902786
60.04255700111389,1380943,895903
62.01161074638367,1414393,916480
64.06812596321106,1347290,874305
66.04274487495422,1377378,892495
68.00501680374146,1425693,925884
70.02135491371155,760934,732808
72.05162405967712,11698223,12665316
74.0057909488678,15837973,17156889
76.0524697303772,18346719,19849194
78.0665009021759,19072597,20645411
80.01748490333557,20014979,21652300
82.03630685806274,19621601,21223846
84.12545609474182,18990210,20534300
86.02684092521667,10718050,11596806
88.00902080535889,20562343,22231310
90.04739379882812,20558113,22236488
92.01724886894226,21689096,23479567
94.05958676338196,21645109,23412285
96.06257390975952,22987526,24839757
98.02530789375305,23959886,25929436
100.03529906272888,24559283,26599364
102.00988674163818,25565868,27689318
104.01029181480408,26478516,28698558
106.05453586578369,27159094,29435634
108.05483484268188,28957699,31405687
110.01031279563904,30478239,33055765
112.04471492767334,31046189,33681612
114.05104279518127,32321198,35041765
116.01720786094666,34323100,37185832
118.01049375534058,32796920,35514752
120.05905079841614,0,0
122.0295958518982,32,32
124.04905080795288,855,855
126.04908895492554,31,31
